day_name_end,month_end,day_end,hour_end,return_for_next_hour
Monday,11,12,8,608
Monday,11,12,9,538
Monday,11,12,10,181
Monday,11,12,11,164
Monday,11,12,12,202
Monday,11,12,13,197
Monday,11,12,14,215
Monday,11,12,15,202
Monday,11,12,16,649
Monday,11,12,17,684
Monday,11,12,18,89
Monday,11,12,19,267
Monday,11,12,20,194
Monday,11,12,21,118
Monday,11,12,22,80
Monday,11,12,23,40
Monday,11,19,0,15
Monday,11,19,1,12
Monday,11,19,2,10
Monday,11,19,3,1
Monday,11,19,4,6
Monday,11,19,5,28
Monday,11,19,6,96
Monday,11,19,7,239
Monday,11,19,8,1068
Monday,11,19,9,224
Monday,11,19,10,177
Monday,11,19,11,145
Monday,11,19,12,170
Monday,11,19,13,155
Monday,11,19,14,146
Monday,11,19,15,175
Monday,11,19,16,307
Monday,11,19,17,505
Monday,11,19,18,428
Monday,11,19,19,269
Monday,11,19,20,174
Monday,11,19,21,121
Monday,11,19,22,71
Monday,11,19,23,60
Monday,11,26,0,22
Monday,11,26,1,8
Monday,11,26,2,8
Monday,11,26,3,6
Monday,11,26,4,9
Monday,11,26,5,30
Monday,11,26,6,141
Monday,11,26,7,339
Monday,11,26,8,778
Monday,11,26,9,666
Monday,11,26,10,247
Monday,11,26,11,175
Monday,11,26,12,200
Monday,11,26,13,181
Monday,11,26,14,179
Monday,11,26,15,215
Monday,11,26,16,398
Monday,11,26,17,771
Monday,11,26,18,590
Monday,11,26,19,348
Monday,11,26,20,202
Monday,11,26,21,130
Monday,11,26,22,81
Monday,11,26,23,40
Monday,12,3,0,21
Monday,12,3,1,17
Monday,12,3,2,9
Monday,12,3,3,4
Monday,12,3,4,11
Monday,12,3,5,37
Monday,12,3,6,154
Monday,12,3,7,331
Monday,12,3,8,847
Monday,12,3,9,719
Monday,12,3,10,282
Monday,12,3,11,38
Monday,12,3,12,168
Monday,12,3,13,215
Monday,12,3,14,158
Monday,12,3,15,190
Monday,12,3,16,406
Monday,12,3,17,744
Monday,12,3,18,574
Monday,12,3,19,333
Monday,12,3,20,218
Monday,12,3,21,157
Monday,12,3,22,70
Monday,12,3,23,55
Monday,12,10,0,14
Monday,12,10,1,8
Monday,12,10,2,4
Monday,12,10,3,2
Monday,12,10,4,7
Monday,12,10,5,27
Monday,12,10,6,106
Monday,12,10,7,242
Monday,12,10,8,654
Monday,12,10,9,676
Monday,12,10,10,284
Monday,12,10,11,173
Monday,12,10,12,360
Monday,12,10,13,82
Monday,12,10,14,142
Monday,12,10,15,189
Monday,12,10,16,769
Monday,12,10,17,218
Monday,12,10,18,499
Monday,12,10,19,362
Monday,12,10,20,193
Monday,12,10,21,130
Monday,12,10,22,83
Monday,12,10,23,52
Monday,12,17,0,4
Monday,12,17,1,5
Monday,12,17,2,21
Monday,12,17,3,1
Monday,12,17,4,4
Monday,12,17,5,62
Monday,12,17,6,138
Monday,12,17,7,20
Monday,12,17,8,689
Monday,12,17,9,707
Monday,12,17,10,564
Monday,12,17,11,81
Monday,12,17,12,214
Monday,12,17,13,431
Monday,12,17,14,102
Monday,12,17,15,458
Monday,12,17,16,555
Monday,12,17,17,110
Monday,12,17,18,584
Monday,12,17,19,449
Monday,12,17,20,290
Monday,12,17,21,169
Monday,12,17,22,125
Monday,12,17,23,60
Monday,12,24,0,36
Monday,12,24,1,10
Monday,12,24,2,10
Monday,12,24,3,3
Monday,12,24,4,9
Monday,12,24,5,15
Monday,12,24,6,18
Monday,12,24,7,42
Monday,12,24,8,14
Monday,12,24,9,74
Monday,12,24,10,73
Monday,12,24,11,87
Monday,12,24,12,64
Monday,12,24,13,42
Monday,12,24,14,92
Monday,12,24,15,34
Monday,12,24,16,112
Monday,12,24,17,31
Monday,12,24,18,118
Monday,12,24,19,36
Monday,12,24,20,54
Monday,12,24,21,43
Monday,12,24,22,25
Monday,12,24,23,23
Monday,12,31,0,44
Monday,12,31,1,21
Monday,12,31,2,14
Monday,12,31,3,9
Monday,12,31,4,9
Monday,12,31,5,15
Monday,12,31,6,36
Monday,12,31,7,75
Monday,12,31,8,149
Monday,12,31,9,161
Monday,12,31,10,152
Monday,12,31,11,186
Monday,12,31,12,247
Monday,12,31,13,267
Monday,12,31,14,283
Monday,12,31,15,293
Monday,12,31,16,289
Monday,12,31,17,235
Monday,12,31,18,164
Monday,12,31,19,103
Monday,12,31,20,105
Monday,12,31,21,66
Monday,12,31,22,55
Monday,12,31,23,56
Saturday,1,6,0,14
Saturday,1,6,1,13
Saturday,1,6,2,3
Saturday,1,6,3,4
Saturday,1,6,4,1
Saturday,1,6,5,8
Saturday,1,6,6,4
Saturday,1,6,7,24
Saturday,1,6,8,93
Saturday,1,6,9,30
Saturday,1,6,10,192
Saturday,1,6,11,71
Saturday,1,6,12,131
Saturday,1,6,13,153
Saturday,1,6,14,180
Saturday,1,6,15,273
Saturday,1,6,16,92
Saturday,1,6,17,125
Saturday,1,6,18,119
Saturday,1,6,19,77
Saturday,1,6,20,54
Saturday,1,6,21,46
Saturday,1,6,22,39
Saturday,1,6,23,37
Saturday,1,13,0,31
Saturday,1,13,1,13
Saturday,1,13,2,10
Saturday,1,13,3,2
Saturday,1,13,4,3
Saturday,1,13,5,3
Saturday,1,13,7,29
Saturday,1,13,8,57
Saturday,1,13,9,85
Saturday,1,13,10,133
Saturday,1,13,11,168
Saturday,1,13,12,312
Saturday,1,13,13,238
Saturday,1,13,14,62
Saturday,1,13,15,134
Saturday,1,13,16,147
Saturday,1,13,17,160
Saturday,1,13,18,116
Saturday,1,13,19,95
Saturday,1,13,20,67
Saturday,1,13,21,36
Saturday,1,13,22,33
Saturday,1,13,23,35
Saturday,1,20,0,21
Saturday,1,20,1,7
Saturday,1,20,2,10
Saturday,1,20,3,6
Saturday,1,20,4,1
Saturday,1,20,5,3
Saturday,1,20,6,9
Saturday,1,20,7,30
Saturday,1,20,8,74
Saturday,1,20,9,98
Saturday,1,20,10,153
Saturday,1,20,11,214
Saturday,1,20,12,232
Saturday,1,20,13,305
Saturday,1,20,14,203
Saturday,1,20,15,231
Saturday,1,20,16,243
Saturday,1,20,17,202
Saturday,1,20,18,141
Saturday,1,20,19,98
Saturday,1,20,20,65
Saturday,1,20,21,54
Saturday,1,20,22,42
Saturday,1,20,23,36
Saturday,1,27,0,15
Saturday,1,27,1,17
Saturday,1,27,2,9
Saturday,1,27,3,3
Saturday,1,27,4,1
Saturday,1,27,5,9
Saturday,1,27,6,15
Saturday,1,27,7,23
Saturday,1,27,8,54
Saturday,1,27,9,91
Saturday,1,27,10,134
Saturday,1,27,11,183
Saturday,1,27,12,198
Saturday,1,27,13,207
Saturday,1,27,14,207
Saturday,1,27,15,250
Saturday,1,27,16,199
Saturday,1,27,17,209
Saturday,1,27,18,176
Saturday,1,27,19,109
Saturday,1,27,20,65
Saturday,1,27,21,66
Saturday,1,27,22,51
Saturday,1,27,23,51
Saturday,2,3,0,38
Saturday,2,3,1,14
Saturday,2,3,2,14
Saturday,2,3,3,3
Saturday,2,3,4,6
Saturday,2,3,5,8
Saturday,2,3,6,12
Saturday,2,3,7,30
Saturday,2,3,8,69
Saturday,2,3,9,125
Saturday,2,3,10,150
Saturday,2,3,11,221
Saturday,2,3,12,217
Saturday,2,3,13,254
Saturday,2,3,14,240
Saturday,2,3,15,280
Saturday,2,3,16,274
Saturday,2,3,17,249
Saturday,2,3,18,187
Saturday,2,3,19,94
Saturday,2,3,20,94
Saturday,2,3,21,102
Saturday,2,3,22,86
Saturday,2,3,23,45
Saturday,2,10,0,43
Saturday,2,10,1,24
Saturday,2,10,2,14
Saturday,2,10,3,8
Saturday,2,10,4,9
Saturday,2,10,5,4
Saturday,2,10,6,14
Saturday,2,10,7,29
Saturday,2,10,8,79
Saturday,2,10,9,116
Saturday,2,10,10,152
Saturday,2,10,11,223
Saturday,2,10,12,246
Saturday,2,10,13,294
Saturday,2,10,14,304
Saturday,2,10,15,261
Saturday,2,10,16,247
Saturday,2,10,17,226
Saturday,2,10,18,162
Saturday,2,10,19,120
Saturday,2,10,20,103
Saturday,2,10,21,76
Saturday,2,10,22,62
Saturday,2,10,23,51
Saturday,2,17,0,35
Saturday,2,17,1,24
Saturday,2,17,2,16
Saturday,2,17,3,7
Saturday,2,17,4,4
Saturday,2,17,5,4
Saturday,2,17,6,11
Saturday,2,17,7,23
Saturday,2,17,8,51
Saturday,2,17,9,83
Saturday,2,17,10,126
Saturday,2,17,11,193
Saturday,2,17,12,180
Saturday,2,17,13,212
Saturday,2,17,14,225
Saturday,2,17,15,215
Saturday,2,17,16,239
Saturday,2,17,17,193
Saturday,2,17,18,152
Saturday,2,17,19,107
Saturday,2,17,20,64
Saturday,2,17,21,62
Saturday,2,17,22,61
Saturday,2,17,23,38
Saturday,2,24,0,30
Saturday,2,24,1,21
Saturday,2,24,2,11
Saturday,2,24,3,9
Saturday,2,24,4,2
Saturday,2,24,5,4
Saturday,2,24,6,14
Saturday,2,24,7,22
Saturday,2,24,8,65
Saturday,2,24,9,103
Saturday,2,24,10,125
Saturday,2,24,11,130
Saturday,2,24,12,169
Saturday,2,24,13,199
Saturday,2,24,14,176
Saturday,2,24,15,160
Saturday,2,24,16,194
Saturday,2,24,17,141
Saturday,2,24,18,123
Saturday,2,24,19,68
Saturday,2,24,20,67
Saturday,2,24,21,43
Saturday,2,24,22,40
Saturday,2,24,23,30
Saturday,3,3,0,24
Saturday,3,3,1,22
Saturday,3,3,2,13
Saturday,3,3,3,6
Saturday,3,3,4,2
Saturday,3,3,5,4
Saturday,3,3,6,9
Saturday,3,3,7,20
Saturday,3,3,8,57
Saturday,3,3,9,81
Saturday,3,3,10,99
Saturday,3,3,11,140
Saturday,3,3,12,149
Saturday,3,3,13,134
Saturday,3,3,14,117
Saturday,3,3,15,159
Saturday,3,3,16,158
Saturday,3,3,17,124
Saturday,3,3,18,122
Saturday,3,3,19,65
Saturday,3,3,20,47
Saturday,3,3,21,89
Saturday,3,3,22,14
Saturday,3,3,23,14
Saturday,3,10,0,39
Saturday,3,10,1,15
Saturday,3,10,2,4
Saturday,3,10,3,5
Saturday,3,10,4,2
Saturday,3,10,5,10
Saturday,3,10,6,11
Saturday,3,10,7,25
Saturday,3,10,8,73
Saturday,3,10,9,103
Saturday,3,10,10,138
Saturday,3,10,11,184
Saturday,3,10,12,190
Saturday,3,10,13,187
Saturday,3,10,14,180
Saturday,3,10,15,209
Saturday,3,10,16,186
Saturday,3,10,17,168
Saturday,3,10,18,156
Saturday,3,10,19,109
Saturday,3,10,20,75
Saturday,3,10,21,60
Saturday,3,10,22,44
Saturday,3,10,23,42
Saturday,3,17,0,16
Saturday,3,17,1,12
Saturday,3,17,2,9
Saturday,3,17,3,4
Saturday,3,17,4,5
Saturday,3,17,5,3
Saturday,3,17,6,17
Saturday,3,17,7,21
Saturday,3,17,8,63
Saturday,3,17,9,90
Saturday,3,17,10,141
Saturday,3,17,11,119
Saturday,3,17,12,182
Saturday,3,17,13,197
Saturday,3,17,14,183
Saturday,3,17,15,209
Saturday,3,17,16,219
Saturday,3,17,17,154
Saturday,3,17,18,136
Saturday,3,17,19,134
Saturday,3,17,20,84
Saturday,3,17,21,143
Saturday,3,17,22,13
Saturday,3,17,23,37
Saturday,3,24,0,25
Saturday,3,24,1,12
Saturday,3,24,2,5
Saturday,3,24,3,3
Saturday,3,24,4,2
Saturday,3,24,5,8
Saturday,3,24,6,16
Saturday,3,24,7,21
Saturday,3,24,8,47
Saturday,3,24,9,76
Saturday,3,24,10,128
Saturday,3,24,11,154
Saturday,3,24,12,318
Saturday,3,24,13,95
Saturday,3,24,14,178
Saturday,3,24,15,241
Saturday,3,24,16,395
Saturday,3,24,17,96
Saturday,3,24,18,150
Saturday,3,24,19,132
Saturday,3,24,20,73
Saturday,3,24,21,32
Saturday,3,24,22,31
Saturday,3,24,23,39
Saturday,3,31,0,53
Saturday,3,31,1,36
Saturday,3,31,2,20
Saturday,3,31,3,5
Saturday,3,31,4,7
Saturday,3,31,5,10
Saturday,3,31,6,13
Saturday,3,31,7,30
Saturday,3,31,8,65
Saturday,3,31,9,109
Saturday,3,31,10,152
Saturday,3,31,11,186
Saturday,3,31,12,204
Saturday,3,31,13,248
Saturday,3,31,14,255
Saturday,3,31,15,257
Saturday,3,31,16,272
Saturday,3,31,17,187
Saturday,3,31,18,174
Saturday,3,31,19,146
Saturday,3,31,20,91
Saturday,3,31,21,72
Saturday,3,31,22,66
Saturday,3,31,23,53
Saturday,4,7,0,32
Saturday,4,7,1,21
Saturday,4,7,2,4
Saturday,4,7,3,3
Saturday,4,7,5,3
Saturday,4,7,6,3
Saturday,4,7,7,17
Saturday,4,7,8,40
Saturday,4,7,9,72
Saturday,4,7,10,120
Saturday,4,7,11,170
Saturday,4,7,12,207
Saturday,4,7,13,384
Saturday,4,7,14,339
Saturday,4,7,15,104
Saturday,4,7,16,168
Saturday,4,7,17,224
Saturday,4,7,18,225
Saturday,4,7,19,191
Saturday,4,7,20,137
Saturday,4,7,21,82
Saturday,4,7,22,62
Saturday,4,7,23,52
Saturday,4,14,0,35
Saturday,4,14,1,10
Saturday,4,14,2,13
Saturday,4,14,3,7
Saturday,4,14,4,4
Saturday,4,14,5,2
Saturday,4,14,6,15
Saturday,4,14,7,36
Saturday,4,14,8,77
Saturday,4,14,9,124
Saturday,4,14,10,166
Saturday,4,14,11,197
Saturday,4,14,12,239
Saturday,4,14,13,263
Saturday,4,14,14,261
Saturday,4,14,15,268
Saturday,4,14,16,313
Saturday,4,14,17,266
Saturday,4,14,18,225
Saturday,4,14,19,181
Saturday,4,14,20,109
Saturday,4,14,21,88
Saturday,4,14,22,80
Saturday,4,14,23,63
Saturday,4,21,0,42
Saturday,4,21,1,36
Saturday,4,21,2,13
Saturday,4,21,3,6
Saturday,4,21,4,4
Saturday,4,21,5,7
Saturday,4,21,6,17
Saturday,4,21,7,49
Saturday,4,21,8,72
Saturday,4,21,9,135
Saturday,4,21,10,160
Saturday,4,21,11,194
Saturday,4,21,12,218
Saturday,4,21,13,270
Saturday,4,21,14,261
Saturday,4,21,15,282
Saturday,4,21,16,248
Saturday,4,21,17,242
Saturday,4,21,18,231
Saturday,4,21,19,195
Saturday,4,21,20,132
Saturday,4,21,21,88
Saturday,4,21,22,82
Saturday,4,21,23,56
Saturday,4,28,0,55
Saturday,4,28,1,20
Saturday,4,28,2,18
Saturday,4,28,3,14
Saturday,4,28,4,12
Saturday,4,28,5,9
Saturday,4,28,6,21
Saturday,4,28,7,49
Saturday,4,28,8,198
Saturday,4,28,9,212
Saturday,4,28,10,39
Saturday,4,28,11,168
Saturday,4,28,12,466
Saturday,4,28,13,140
Saturday,4,28,14,200
Saturday,4,28,15,330
Saturday,4,28,16,303
Saturday,4,28,17,283
Saturday,4,28,18,308
Saturday,4,28,19,232
Saturday,4,28,20,161
Saturday,4,28,21,117
Saturday,4,28,22,116
Saturday,4,28,23,82
Saturday,5,5,0,53
Saturday,5,5,1,25
Saturday,5,5,2,18
Saturday,5,5,3,10
Saturday,5,5,4,3
Saturday,5,5,5,11
Saturday,5,5,6,15
Saturday,5,5,7,50
Saturday,5,5,8,105
Saturday,5,5,9,146
Saturday,5,5,10,197
Saturday,5,5,11,246
Saturday,5,5,12,301
Saturday,5,5,13,322
Saturday,5,5,14,321
Saturday,5,5,15,519
Saturday,5,5,16,134
Saturday,5,5,17,386
Saturday,5,5,18,106
Saturday,5,5,19,170
Saturday,5,5,20,163
Saturday,5,5,21,94
Saturday,5,5,22,81
Saturday,5,5,23,72
Saturday,5,12,0,60
Saturday,5,12,1,26
Saturday,5,12,2,29
Saturday,5,12,3,20
Saturday,5,12,4,11
Saturday,5,12,5,12
Saturday,5,12,6,21
Saturday,5,12,7,51
Saturday,5,12,8,110
Saturday,5,12,9,166
Saturday,5,12,10,204
Saturday,5,12,11,296
Saturday,5,12,12,341
Saturday,5,12,13,333
Saturday,5,12,14,403
Saturday,5,12,15,365
Saturday,5,12,16,352
Saturday,5,12,17,342
Saturday,5,12,18,290
Saturday,5,12,19,250
Saturday,5,12,20,146
Saturday,5,12,21,81
Saturday,5,12,22,68
Saturday,5,12,23,57
Saturday,5,19,0,55
Saturday,5,19,1,38
Saturday,5,19,2,17
Saturday,5,19,3,8
Saturday,5,19,4,4
Saturday,5,19,5,7
Saturday,5,19,6,13
Saturday,5,19,7,33
Saturday,5,19,8,88
Saturday,5,19,9,156
Saturday,5,19,10,220
Saturday,5,19,11,324
Saturday,5,19,12,381
Saturday,5,19,13,350
Saturday,5,19,14,341
Saturday,5,19,15,375
Saturday,5,19,16,321
Saturday,5,19,17,329
Saturday,5,19,18,238
Saturday,5,19,19,184
Saturday,5,19,20,149
Saturday,5,19,21,102
Saturday,5,19,22,65
Saturday,5,19,23,62
Saturday,5,26,0,51
Saturday,5,26,1,24
Saturday,5,26,2,24
Saturday,5,26,3,7
Saturday,5,26,4,4
Saturday,5,26,5,10
Saturday,5,26,6,23
Saturday,5,26,7,39
Saturday,5,26,8,88
Saturday,5,26,9,139
Saturday,5,26,10,173
Saturday,5,26,11,252
Saturday,5,26,12,267
Saturday,5,26,13,272
Saturday,5,26,14,276
Saturday,5,26,15,314
Saturday,5,26,16,546
Saturday,5,26,17,189
Saturday,5,26,18,235
Saturday,5,26,19,222
Saturday,5,26,20,162
Saturday,5,26,21,153
Saturday,5,26,22,151
Saturday,5,26,23,21
Saturday,6,2,0,87
Saturday,6,2,1,35
Saturday,6,2,2,21
Saturday,6,2,3,9
Saturday,6,2,4,4
Saturday,6,2,5,10
Saturday,6,2,6,23
Saturday,6,2,7,44
Saturday,6,2,8,110
Saturday,6,2,9,204
Saturday,6,2,10,244
Saturday,6,2,11,309
Saturday,6,2,12,341
Saturday,6,2,13,444
Saturday,6,2,14,431
Saturday,6,2,15,441
Saturday,6,2,16,408
Saturday,6,2,17,397
Saturday,6,2,18,360
Saturday,6,2,19,308
Saturday,6,2,20,273
Saturday,6,2,21,177
Saturday,6,2,22,123
Saturday,6,2,23,91
Saturday,6,9,0,57
Saturday,6,9,1,34
Saturday,6,9,2,9
Saturday,6,9,3,5
Saturday,6,9,4,6
Saturday,6,9,5,10
Saturday,6,9,6,22
Saturday,6,9,7,43
Saturday,6,9,8,114
Saturday,6,9,9,325
Saturday,6,9,10,75
Saturday,6,9,11,394
Saturday,6,9,12,169
Saturday,6,9,13,403
Saturday,6,9,14,137
Saturday,6,9,15,224
Saturday,6,9,16,563
Saturday,6,9,17,147
Saturday,6,9,18,235
Saturday,6,9,19,214
Saturday,6,9,20,157
Saturday,6,9,21,127
Saturday,6,9,22,65
Saturday,6,9,23,64
Saturday,6,16,0,44
Saturday,6,16,1,24
Saturday,6,16,2,14
Saturday,6,16,3,8
Saturday,6,16,4,3
Saturday,6,16,5,19
Saturday,6,16,6,30
Saturday,6,16,7,57
Saturday,6,16,8,137
Saturday,6,16,9,313
Saturday,6,16,10,294
Saturday,6,16,11,65
Saturday,6,16,12,252
Saturday,6,16,13,369
Saturday,6,16,14,372
Saturday,6,16,15,335
Saturday,6,16,16,493
Saturday,6,16,17,167
Saturday,6,16,18,196
Saturday,6,16,19,201
Saturday,6,16,20,161
Saturday,6,16,21,142
Saturday,6,16,22,103
Saturday,6,16,23,58
Saturday,6,23,0,60
Saturday,6,23,1,33
Saturday,6,23,2,26
Saturday,6,23,3,13
Saturday,6,23,4,11
Saturday,6,23,5,12
Saturday,6,23,6,36
Saturday,6,23,7,66
Saturday,6,23,8,98
Saturday,6,23,9,200
Saturday,6,23,10,234
Saturday,6,23,11,291
Saturday,6,23,12,358
Saturday,6,23,13,391
Saturday,6,23,14,331
Saturday,6,23,15,393
Saturday,6,23,16,376
Saturday,6,23,17,351
Saturday,6,23,18,366
Saturday,6,23,19,293
Saturday,6,23,20,284
Saturday,6,23,21,190
Saturday,6,23,22,131
Saturday,6,23,23,88
Saturday,6,30,0,67
Saturday,6,30,1,44
Saturday,6,30,2,18
Saturday,6,30,3,6
Saturday,6,30,4,2
Saturday,6,30,5,9
Saturday,6,30,6,36
Saturday,6,30,7,64
Saturday,6,30,8,125
Saturday,6,30,9,178
Saturday,6,30,10,234
Saturday,6,30,11,303
Saturday,6,30,12,341
Saturday,6,30,13,362
Saturday,6,30,14,328
Saturday,6,30,15,335
Saturday,6,30,16,303
Saturday,6,30,17,288
Saturday,6,30,18,296
Saturday,6,30,19,260
Saturday,6,30,20,197
Saturday,6,30,21,150
Saturday,6,30,22,118
Saturday,6,30,23,95
Saturday,7,7,0,62
Saturday,7,7,1,41
Saturday,7,7,2,20
Saturday,7,7,3,15
Saturday,7,7,4,11
Saturday,7,7,5,12
Saturday,7,7,6,29
Saturday,7,7,7,66
Saturday,7,7,8,128
Saturday,7,7,9,223
Saturday,7,7,10,231
Saturday,7,7,11,293
Saturday,7,7,12,319
Saturday,7,7,13,318
Saturday,7,7,14,401
Saturday,7,7,15,317
Saturday,7,7,16,372
Saturday,7,7,17,304
Saturday,7,7,18,320
Saturday,7,7,19,309
Saturday,7,7,20,196
Saturday,7,7,21,156
Saturday,7,7,22,127
Saturday,7,7,23,80
Saturday,7,14,0,57
Saturday,7,14,1,31
Saturday,7,14,2,18
Saturday,7,14,3,17
Saturday,7,14,4,5
Saturday,7,14,5,11
Saturday,7,14,6,21
Saturday,7,14,7,44
Saturday,7,14,8,106
Saturday,7,14,9,203
Saturday,7,14,10,232
Saturday,7,14,11,253
Saturday,7,14,12,352
Saturday,7,14,13,407
Saturday,7,14,14,351
Saturday,7,14,15,386
Saturday,7,14,16,346
Saturday,7,14,17,355
Saturday,7,14,18,317
Saturday,7,14,19,268
Saturday,7,14,20,225
Saturday,7,14,21,136
Saturday,7,14,22,123
Saturday,7,14,23,83
Saturday,7,21,0,51
Saturday,7,21,1,46
Saturday,7,21,2,28
Saturday,7,21,3,7
Saturday,7,21,4,9
Saturday,7,21,5,11
Saturday,7,21,6,38
Saturday,7,21,7,13
Saturday,7,21,8,104
Saturday,7,21,9,224
Saturday,7,21,10,261
Saturday,7,21,11,324
Saturday,7,21,12,356
Saturday,7,21,13,385
Saturday,7,21,14,354
Saturday,7,21,15,629
Saturday,7,21,16,192
Saturday,7,21,17,257
Saturday,7,21,18,378
Saturday,7,21,19,307
Saturday,7,21,20,205
Saturday,7,21,21,188
Saturday,7,21,22,102
Saturday,7,21,23,98
Saturday,7,28,0,61
Saturday,7,28,1,48
Saturday,7,28,2,27
Saturday,7,28,3,2
Saturday,7,28,4,10
Saturday,7,28,5,15
Saturday,7,28,6,34
Saturday,7,28,7,68
Saturday,7,28,8,113
Saturday,7,28,9,180
Saturday,7,28,10,241
Saturday,7,28,11,314
Saturday,7,28,12,340
Saturday,7,28,13,379
Saturday,7,28,14,347
Saturday,7,28,15,385
Saturday,7,28,16,360
Saturday,7,28,17,338
Saturday,7,28,18,299
Saturday,7,28,19,212
Saturday,7,28,20,179
Saturday,7,28,21,147
Saturday,7,28,22,78
Saturday,7,28,23,70
Saturday,8,4,0,54
Saturday,8,4,1,26
Saturday,8,4,2,15
Saturday,8,4,3,12
Saturday,8,4,4,4
Saturday,8,4,5,9
Saturday,8,4,6,11
Saturday,8,4,7,50
Saturday,8,4,8,112
Saturday,8,4,9,185
Saturday,8,4,10,217
Saturday,8,4,11,257
Saturday,8,4,12,331
Saturday,8,4,13,320
Saturday,8,4,14,305
Saturday,8,4,15,338
Saturday,8,4,16,315
Saturday,8,4,17,326
Saturday,8,4,18,282
Saturday,8,4,19,290
Saturday,8,4,20,190
Saturday,8,4,21,116
Saturday,8,4,22,92
Saturday,8,4,23,57
Saturday,8,11,0,60
Saturday,8,11,1,36
Saturday,8,11,2,22
Saturday,8,11,3,3
Saturday,8,11,4,2
Saturday,8,11,5,4
Saturday,8,11,6,19
Saturday,8,11,7,58
Saturday,8,11,8,15
Saturday,8,11,9,3
Saturday,8,11,12,1
Saturday,8,11,13,289
Saturday,8,11,14,420
Saturday,8,11,15,383
Saturday,8,11,16,323
Saturday,8,11,17,316
Saturday,8,11,18,321
Saturday,8,11,19,257
Saturday,8,11,20,153
Saturday,8,11,21,148
Saturday,8,11,22,151
Saturday,8,11,23,72
Saturday,8,18,0,62
Saturday,8,18,1,40
Saturday,8,18,2,27
Saturday,8,18,3,8
Saturday,8,18,4,2
Saturday,8,18,5,6
Saturday,8,18,6,19
Saturday,8,18,7,60
Saturday,8,18,8,110
Saturday,8,18,9,167
Saturday,8,18,10,249
Saturday,8,18,11,286
Saturday,8,18,12,354
Saturday,8,18,13,320
Saturday,8,18,14,323
Saturday,8,18,15,310
Saturday,8,18,16,280
Saturday,8,18,17,314
Saturday,8,18,18,247
Saturday,8,18,19,225
Saturday,8,18,20,164
Saturday,8,18,21,94
Saturday,8,18,22,58
Saturday,8,18,23,55
Saturday,8,25,0,55
Saturday,8,25,1,21
Saturday,8,25,2,29
Saturday,8,25,3,12
Saturday,8,25,4,10
Saturday,8,25,5,2
Saturday,8,25,6,20
Saturday,8,25,7,42
Saturday,8,25,8,25
Saturday,8,25,9,1
Saturday,8,25,12,3
Saturday,8,25,13,249
Saturday,8,25,14,299
Saturday,8,25,15,297
Saturday,8,25,16,335
Saturday,8,25,17,314
Saturday,8,25,18,506
Saturday,8,25,19,111
Saturday,8,25,20,101
Saturday,8,25,21,116
Saturday,8,25,22,83
Saturday,8,25,23,60
Saturday,9,1,0,43
Saturday,9,1,1,37
Saturday,9,1,2,16
Saturday,9,1,3,10
Saturday,9,1,4,7
Saturday,9,1,5,12
Saturday,9,1,6,21
Saturday,9,1,7,70
Saturday,9,1,8,48
Saturday,9,1,9,110
Saturday,9,1,10,206
Saturday,9,1,11,238
Saturday,9,1,12,473
Saturday,9,1,13,151
Saturday,9,1,14,195
Saturday,9,1,15,276
Saturday,9,1,16,172
Saturday,9,1,17,297
Saturday,9,1,18,235
Saturday,9,1,19,215
Saturday,9,1,20,131
Saturday,9,1,21,129
Saturday,9,1,22,78
Saturday,9,1,23,60
Saturday,9,8,0,69
Saturday,9,8,1,41
Saturday,9,8,2,23
Saturday,9,8,3,20
Saturday,9,8,4,13
Saturday,9,8,5,11
Saturday,9,8,6,27
Saturday,9,8,7,59
Saturday,9,8,8,122
Saturday,9,8,9,163
Saturday,9,8,10,261
Saturday,9,8,11,325
Saturday,9,8,12,356
Saturday,9,8,13,400
Saturday,9,8,14,397
Saturday,9,8,15,346
Saturday,9,8,16,384
Saturday,9,8,17,322
Saturday,9,8,18,301
Saturday,9,8,19,257
Saturday,9,8,20,158
Saturday,9,8,21,127
Saturday,9,8,22,87
Saturday,9,8,23,74
Saturday,9,15,0,69
Saturday,9,15,1,25
Saturday,9,15,2,27
Saturday,9,15,3,9
Saturday,9,15,4,5
Saturday,9,15,5,11
Saturday,9,15,6,16
Saturday,9,15,7,45
Saturday,9,15,8,124
Saturday,9,15,9,173
Saturday,9,15,10,395
Saturday,9,15,11,90
Saturday,9,15,12,306
Saturday,9,15,13,349
Saturday,9,15,14,354
Saturday,9,15,15,652
Saturday,9,15,16,152
Saturday,9,15,17,236
Saturday,9,15,18,306
Saturday,9,15,19,193
Saturday,9,15,20,157
Saturday,9,15,21,127
Saturday,9,15,22,108
Saturday,9,15,23,55
Saturday,9,22,0,88
Saturday,9,22,1,43
Saturday,9,22,2,36
Saturday,9,22,3,15
Saturday,9,22,4,9
Saturday,9,22,5,8
Saturday,9,22,6,22
Saturday,9,22,7,53
Saturday,9,22,8,180
Saturday,9,22,9,51
Saturday,9,22,10,198
Saturday,9,22,11,298
Saturday,9,22,12,335
Saturday,9,22,13,373
Saturday,9,22,14,363
Saturday,9,22,15,373
Saturday,9,22,16,329
Saturday,9,22,17,560
Saturday,9,22,18,113
Saturday,9,22,19,151
Saturday,9,22,20,133
Saturday,9,22,21,122
